symbol,company,category,enabled,source,as_of_date
KARURVYSYA,Karur Vysya Bank Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
KAYNES,Kaynes Technology India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
KEC,Kec International Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
KFINTECH,Kfin Technologies Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
KIRLOSENG,Kirloskar Oil Eng Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
KIMS,Krishna Institute of Medical Sciences Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
LTFOODS,LT Foods Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
LATENTVIEW,Latent View Analytics Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
THELEELA,Leela Palaces Hotels & Resorts Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
LEMONTREE,Lemon Tree Hotels Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MMTC,MMTC Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MGL,Mahanagar Gas Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MANAPPURAM,Manappuram Finance Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MRPL,Mangalore Refinery & Petrochemicals Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MEESHO,Meesho Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MINDACORP,Minda Corporation Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
MSUMI,Motherson Sumi Wiring India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NATCOPHARM,NATCO Pharma Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NBCC,NBCC (India) Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NCC,NCC Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NSLNISP,NMDC Steel Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NH,Narayana Hrudayalaya Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NAVA,Nava Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NAVINFLUOR,Navin Fluorine International Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NETWEB,Netweb Technologies India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NEULANDLAB,Neuland Laboratories Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NEWGEN,Newgen Software Technologies Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NUVAMA,Nuvama Wealth Management Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
NUVOCO,Nuvoco Vistas Corporation Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
OLAELEC,Ola Electric Mobility Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
OLECTRA,Olectra Greentech Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ONESOURCE,Onesource Specialty Pharma Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PCBL,PCBL Chemical Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PGEL,PG Electroplast Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PNBHOUSING,PNB Housing Finance Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PTCIL,PTC Industries Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PVRINOX,PVR INOX Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PARADEEP,Paradeep Phosphates Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PFIZER,Pfizer Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PWL,Physicswallah Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PINELABS,Pine Labs Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PIRAMALFIN,Piramal Finance Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PPLPHARMA,Piramal Pharma Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
POLYMED,Poly Medicure Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
POONAWALLA,Poonawalla Fincorp Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
PFOCUS,Prime Focus Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RRKABEL,R R Kabel Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RBLBANK,RBL Bank Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RHIM,RHI MAGNESITA INDIA LTD.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RITES,RITES Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RAILTEL,Railtel Corporation Of India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RAINBOW,Rainbow Childrens Medicare Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RKFORGE,Ramkrishna Forgings Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
REDINGTON,Redington Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RPOWER,Reliance Power Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SBFC,SBFC Finance Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SAGILITY,Sagility Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SAILIFE,Sai Life Sciences Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SAMMAANCAP,Sammaan Capital Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SAPPHIRE,Sapphire Foods India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SARDAEN,Sarda Energy and Minerals Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SAREGAMA,Saregama India Ltd,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SCHNEIDER,Schneider Electric Infrastructure Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SCI,Shipping Corporation of India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SHYAMMETL,Shyam Metalics and Energy Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SIGNATURE,Signatureglobal (India) Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SOBHA,Sobha Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SONACOMS,Sona BLW Precision Forgings Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SONATSOFTW,Sonata Software Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
STARHEALTH,Star Health and Allied Insurance Company Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SUMICHEM,Sumitomo Chemical India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SUNTV,Sun TV Network Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SPLPETRO,Supreme Petrochem Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SWANCORP,Swan Corp Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SYNGENE,Syngene International Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
SYRMA,Syrma SGS Technology Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TBOTEK,TBO Tek Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TATACHEM,Tata Chemicals Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TATATECH,Tata Technologies Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TTML,Tata Teleservices (Maharashtra) Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TECHNOE,Techno Electric & Engineering Company Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TEGA,Tega Industries Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TEJASNET,Tejas Networks Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TENNIND,Tenneco Clean Air India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
RAMCOCEM,The Ramco Cements Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TIMKEN,Timken India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TITAGARH,Titagarh Rail Systems Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TARIL,Transformers And Rectifiers (India) Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TRAVELFOOD,Travel Food Services Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TRIDENT,Trident Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
TRITURBINE,Triveni Turbine Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
UCOBANK,UCO Bank,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
UTIAMC,UTI Asset Management Company Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
URBANCO,Urban Company Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
USHAMART,Usha Martin Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
VTL,Vardhman Textiles Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
VIJAYA,Vijaya Diagnostic Centre Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
WELCORP,Welspun Corp Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
WELSPUNLIV,Welspun Living Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
WHIRLPOOL,Whirlpool of India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
WOCKPHARMA,Wockhardt Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ZEEL,Zee Entertainment Enterprises Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ZENTEC,Zen Technologies Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ZENSARTECH,Zensar Technolgies Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ZYDUSWELL,Zydus Wellness Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
ECLERX,eClerx Services Ltd.,SMALLCAP,True,NIFTY_SMALLCAP_250,2026-07-19
